Date,Timestamp,Foot_Count
2024-12-01,05:02,54
2024-12-01,05:04,55
2024-12-01,05:06,55
2024-12-01,05:08,54
2024-12-01,05:10,52
2024-12-01,05:12,52
2024-12-01,05:14,48
2024-12-01,05:16,48
2024-12-01,05:18,49
2024-12-01,05:20,53
2024-12-01,05:22,52
2024-12-01,05:24,49
2024-12-01,05:26,51
2024-12-01,05:28,51
2024-12-01,05:30,55
2024-12-01,05:32,56
2024-12-01,05:34,56
2024-12-01,05:36,57
2024-12-01,05:38,59
2024-12-01,05:40,61
2024-12-01,05:42,62
2024-12-01,05:44,62
2024-12-01,05:46,59
2024-12-01,05:48,60
2024-12-01,05:50,55
2024-12-01,05:52,57
2024-12-01,05:54,58
2024-12-01,05:56,61
2024-12-01,05:58,60
2024-12-01,06:00,60
2024-12-01,06:02,59
2024-12-01,06:04,59
2024-12-01,06:06,60
2024-12-01,06:08,56
2024-12-01,06:10,55
2024-12-01,06:12,56
2024-12-01,06:14,57
2024-12-01,06:16,58
2024-12-01,06:18,59
2024-12-01,06:20,61
2024-12-01,06:22,64
2024-12-01,06:24,65
2024-12-01,06:26,66
2024-12-01,06:28,63
2024-12-01,06:30,62
2024-12-01,06:32,61
2024-12-01,06:34,60
2024-12-01,06:36,60
2024-12-01,06:38,58
2024-12-01,06:40,63
2024-12-01,06:42,62
2024-12-01,06:44,63
2024-12-01,06:46,65
2024-12-01,06:48,66
2024-12-01,06:50,66
2024-12-01,06:52,63
2024-12-01,06:54,62
2024-12-01,06:56,64
2024-12-01,06:58,65
2024-12-01,07:00,63
2024-12-01,07:02,65
2024-12-01,07:04,68
2024-12-01,07:06,66
2024-12-01,07:08,67
2024-12-01,07:10,68
2024-12-01,07:12,67
2024-12-01,07:14,67
2024-12-01,07:16,69
2024-12-01,07:18,66
2024-12-01,07:20,66
2024-12-01,07:22,66
2024-12-01,07:24,66
2024-12-01,07:26,66
2024-12-01,07:28,66
2024-12-01,07:30,64
2024-12-01,07:32,65
2024-12-01,07:34,69
2024-12-01,07:36,73
2024-12-01,07:38,74
2024-12-01,07:40,76
2024-12-01,07:42,75
2024-12-01,07:44,76
2024-12-01,07:46,75
2024-12-01,07:48,76
2024-12-01,07:50,78
2024-12-01,07:52,77
2024-12-01,07:54,76
2024-12-01,07:56,80
2024-12-01,07:58,81
2024-12-01,08:00,79
2024-12-01,08:02,79
2024-12-01,08:04,79
2024-12-01,08:06,78
2024-12-01,08:08,77
2024-12-01,08:10,80
2024-12-01,08:12,78
2024-12-01,08:14,83
2024-12-01,08:16,84
2024-12-01,08:18,80
2024-12-01,08:20,85
2024-12-01,08:22,87
2024-12-01,08:24,90
2024-12-01,08:26,90
2024-12-01,08:28,90
2024-12-01,08:30,90
2024-12-01,08:32,84
2024-12-01,08:34,83
2024-12-01,08:36,83
2024-12-01,08:38,88
2024-12-01,08:40,94
2024-12-01,08:42,94
2024-12-01,08:44,95
2024-12-01,08:46,97
2024-12-01,08:48,96
2024-12-01,08:50,97
2024-12-01,08:52,103
2024-12-01,08:54,106
2024-12-01,08:56,104
2024-12-01,08:58,102
2024-12-01,09:00,100
2024-12-01,09:02,101
2024-12-01,09:04,102
2024-12-01,09:06,105
2024-12-01,09:08,108
2024-12-01,09:10,107
2024-12-01,09:12,109
2024-12-01,09:14,112
2024-12-01,09:16,115
2024-12-01,09:18,114
2024-12-01,09:20,111
2024-12-01,09:22,112
2024-12-01,09:24,114
2024-12-01,09:26,116
2024-12-01,09:28,115
2024-12-01,09:30,118
2024-12-01,09:32,121
2024-12-01,09:34,126
2024-12-01,09:36,121
2024-12-01,09:38,121
2024-12-01,09:40,121
2024-12-01,09:42,121
2024-12-01,09:44,120
2024-12-01,09:46,120
2024-12-01,09:48,125
2024-12-01,09:50,126
2024-12-01,09:52,124
2024-12-01,09:54,128
2024-12-01,09:56,123
2024-12-01,09:58,127
2024-12-01,10:00,132
2024-12-01,10:02,133
2024-12-01,10:04,137
2024-12-01,10:06,135
2024-12-01,10:08,134
2024-12-01,10:10,132
2024-12-01,10:12,132
2024-12-01,10:14,135
2024-12-01,10:16,133
2024-12-01,10:18,130
2024-12-01,10:20,130
2024-12-01,10:22,131
2024-12-01,10:24,129
2024-12-01,10:26,128
2024-12-01,10:28,126
2024-12-01,10:30,120
2024-12-01,10:32,119
2024-12-01,10:34,122
2024-12-01,10:36,120
2024-12-01,10:38,119
2024-12-01,10:40,117
2024-12-01,10:42,120
2024-12-01,10:44,125
2024-12-01,10:46,123
2024-12-01,10:48,127
2024-12-01,10:50,127
2024-12-01,10:52,132
2024-12-01,10:54,134
2024-12-01,10:56,138
2024-12-01,10:58,134
2024-12-01,11:00,137
2024-12-01,11:02,134
2024-12-01,11:04,137
2024-12-01,11:06,140
2024-12-01,11:08,141
2024-12-01,11:10,138
2024-12-01,11:12,139
2024-12-01,11:14,140
2024-12-01,11:16,140
2024-12-01,11:18,140
2024-12-01,11:20,141
2024-12-01,11:22,138
2024-12-01,11:24,141
2024-12-01,11:26,142
2024-12-01,11:28,143
2024-12-01,11:30,145
2024-12-01,11:32,145
2024-12-01,11:34,148
2024-12-01,11:36,151
2024-12-01,11:38,153
2024-12-01,11:40,153
2024-12-01,11:42,156
2024-12-01,11:44,157
2024-12-01,11:46,163
2024-12-01,11:48,167
2024-12-01,11:50,166
2024-12-01,11:52,168
2024-12-01,11:54,167
2024-12-01,11:56,167
2024-12-01,11:58,168
2024-12-01,12:00,167
2024-12-01,12:02,171
2024-12-01,12:04,171
2024-12-01,12:06,171
2024-12-01,12:08,167
2024-12-01,12:10,167
2024-12-01,12:12,167
2024-12-01,12:14,163
2024-12-01,12:16,167
2024-12-01,12:18,166
2024-12-01,12:20,167
2024-12-01,12:22,170
2024-12-01,12:24,168
2024-12-01,12:26,171
2024-12-01,12:28,177
2024-12-01,12:30,180
2024-12-01,12:32,183
2024-12-01,12:34,187
2024-12-01,12:36,191
2024-12-01,12:38,201
2024-12-01,12:40,206
2024-12-01,12:42,211
2024-12-01,12:44,214
2024-12-01,12:46,211
2024-12-01,12:48,207
2024-12-01,12:50,205
2024-12-01,12:52,204
2024-12-01,12:54,204
2024-12-01,12:56,201
2024-12-01,12:58,207
2024-12-01,13:00,204
2024-12-01,13:02,202
2024-12-01,13:04,205
2024-12-01,13:06,205
2024-12-01,13:08,204
2024-12-01,13:10,206
2024-12-01,13:12,204
2024-12-01,13:14,203
2024-12-01,13:16,209
2024-12-01,13:18,209
2024-12-01,13:20,209
2024-12-01,13:22,213
2024-12-01,13:24,214
2024-12-01,13:26,216
2024-12-01,13:28,214
2024-12-01,13:30,218
2024-12-01,13:32,219
2024-12-01,13:34,221
2024-12-01,13:36,221
2024-12-01,13:38,225
2024-12-01,13:40,230
2024-12-01,13:42,225
2024-12-01,13:44,223
2024-12-01,13:46,225
2024-12-01,13:48,227
2024-12-01,13:50,224
2024-12-01,13:52,230
2024-12-01,13:54,230
2024-12-01,13:56,229
2024-12-01,13:58,232
2024-12-01,14:00,229
2024-12-01,14:02,232
2024-12-01,14:04,235
2024-12-01,14:06,233
2024-12-01,14:08,239
2024-12-01,14:10,234
2024-12-01,14:12,232
2024-12-01,14:14,234
2024-12-01,14:16,231
2024-12-01,14:18,233
2024-12-01,14:20,233
2024-12-01,14:22,236
2024-12-01,14:24,233
2024-12-01,14:26,232
2024-12-01,14:28,232
2024-12-01,14:30,232
2024-12-01,14:32,233
2024-12-01,14:34,230
2024-12-01,14:36,228
2024-12-01,14:38,226
2024-12-01,14:40,226
2024-12-01,14:42,226
2024-12-01,14:44,227
2024-12-01,14:46,227
2024-12-01,14:48,225
2024-12-01,14:50,224
2024-12-01,14:52,226
2024-12-01,14:54,231
2024-12-01,14:56,231
2024-12-01,14:58,229
2024-12-01,15:00,231
2024-12-01,15:02,230
2024-12-01,15:04,233
2024-12-01,15:06,238
2024-12-01,15:08,237
2024-12-01,15:10,235
2024-12-01,15:12,236
2024-12-01,15:14,234
2024-12-01,15:16,234
2024-12-01,15:18,237
2024-12-01,15:20,235
2024-12-01,15:22,235
2024-12-01,15:24,236
2024-12-01,15:26,236
2024-12-01,15:28,237
2024-12-01,15:30,235
2024-12-01,15:32,241
2024-12-01,15:34,242
2024-12-01,15:36,239
2024-12-01,15:38,242
2024-12-01,15:40,243
2024-12-01,15:42,245
2024-12-01,15:44,244
2024-12-01,15:46,248
2024-12-01,15:48,248
2024-12-01,15:50,248
2024-12-01,15:52,249
2024-12-01,15:54,248
2024-12-01,15:56,253
2024-12-01,15:58,255
2024-12-01,16:00,259
2024-12-01,16:02,260
2024-12-01,16:04,263
2024-12-01,16:06,265
2024-12-01,16:08,272
2024-12-01,16:10,274
2024-12-01,16:12,270
2024-12-01,16:14,269
2024-12-01,16:16,270
2024-12-01,16:18,280
2024-12-01,16:20,289
2024-12-01,16:22,285
2024-12-01,16:24,290
2024-12-01,16:26,293
2024-12-01,16:28,292
2024-12-01,16:30,297
2024-12-01,16:32,294
2024-12-01,16:34,296
2024-12-01,16:36,298
2024-12-01,16:38,300
2024-12-01,16:40,305
2024-12-01,16:42,305
2024-12-01,16:44,309
2024-12-01,16:46,309
2024-12-01,16:48,310
2024-12-01,16:50,309
2024-12-01,16:52,312
2024-12-01,16:54,315
2024-12-01,16:56,321
2024-12-01,16:58,323
2024-12-01,17:00,327
2024-12-01,17:02,325
2024-12-01,17:04,327
2024-12-01,17:06,323
2024-12-01,17:08,317
2024-12-01,17:10,318
2024-12-01,17:12,316
2024-12-01,17:14,320
2024-12-01,17:16,325
2024-12-01,17:18,323
2024-12-01,17:20,328
2024-12-01,17:22,331
2024-12-01,17:24,335
2024-12-01,17:26,340
2024-12-01,17:28,342
2024-12-01,17:30,341
2024-12-01,17:32,347
2024-12-01,17:34,351
2024-12-01,17:36,351
2024-12-01,17:38,356
2024-12-01,17:40,357
2024-12-01,17:42,359
2024-12-01,17:44,363
2024-12-01,17:46,370
2024-12-01,17:48,372
2024-12-01,17:50,375
2024-12-01,17:52,379
2024-12-01,17:54,380
2024-12-01,17:56,381
2024-12-01,17:58,388
2024-12-01,18:00,393
2024-12-01,18:02,394
2024-12-01,18:04,387
2024-12-01,18:06,386
2024-12-01,18:08,395
2024-12-01,18:10,392
2024-12-01,18:12,388
2024-12-01,18:14,392
2024-12-01,18:16,395
2024-12-01,18:18,393
2024-12-01,18:20,395
2024-12-01,18:22,392
2024-12-01,18:24,391
2024-12-01,18:26,397
2024-12-01,18:28,402
2024-12-01,18:30,404
2024-12-01,18:32,402
2024-12-01,18:34,406
2024-12-01,18:36,411
2024-12-01,18:38,414
2024-12-01,18:40,417
2024-12-01,18:42,413
2024-12-01,18:44,418
2024-12-01,18:46,413
2024-12-01,18:48,426
2024-12-01,18:50,431
2024-12-01,18:52,430
2024-12-01,18:54,427
2024-12-01,18:56,434
2024-12-01,18:58,435
2024-12-01,19:00,437
2024-12-01,19:02,438
2024-12-01,19:04,441
2024-12-01,19:06,449
2024-12-01,19:08,449
2024-12-01,19:10,454
2024-12-01,19:12,453
2024-12-01,19:14,452
2024-12-01,19:16,447
2024-12-01,19:18,443
2024-12-01,19:20,449
2024-12-01,19:22,451
2024-12-01,19:24,454
2024-12-01,19:26,458
2024-12-01,19:28,461
2024-12-01,19:30,462
2024-12-01,19:32,461
2024-12-01,19:34,469
2024-12-01,19:36,471
2024-12-01,19:38,472
2024-12-01,19:40,471
2024-12-01,19:42,470
2024-12-01,19:44,474
2024-12-01,19:46,475
2024-12-01,19:48,470
2024-12-01,19:50,476
2024-12-01,19:52,475
2024-12-01,19:54,483
2024-12-01,19:56,485
2024-12-01,19:58,478
2024-12-01,20:00,478
2024-12-01,20:02,482
2024-12-01,20:04,481
2024-12-01,20:06,479
2024-12-01,20:08,479
2024-12-01,20:10,481
2024-12-01,20:12,477
2024-12-01,20:14,478
2024-12-01,20:16,481
2024-12-01,20:18,482
2024-12-01,20:20,488
2024-12-01,20:22,489
2024-12-01,20:24,495
2024-12-01,20:26,498
2024-12-01,20:28,497
2024-12-01,20:30,499
2024-12-01,20:32,494
2024-12-01,20:34,495
2024-12-01,20:36,497
2024-12-01,20:38,507
2024-12-01,20:40,508
2024-12-01,20:42,508
2024-12-01,20:44,512
2024-12-01,20:46,513
2024-12-01,20:48,514
2024-12-01,20:50,518
2024-12-01,20:52,515
2024-12-01,20:54,516
2024-12-01,20:56,518
2024-12-01,20:58,519
2024-12-01,21:00,522
2024-12-01,21:02,519
2024-12-01,21:04,520
2024-12-01,21:06,524
2024-12-01,21:08,531
2024-12-01,21:10,528
2024-12-01,21:12,528
2024-12-01,21:14,531
2024-12-01,21:16,529
2024-12-01,21:18,529
2024-12-01,21:20,532
2024-12-01,21:22,532
2024-12-01,21:24,536
2024-12-01,21:26,534
2024-12-01,21:28,531
2024-12-01,21:30,529
2024-12-01,21:32,527
2024-12-01,21:34,523
2024-12-01,21:36,528
2024-12-01,21:38,526
2024-12-01,21:40,528
2024-12-01,21:42,529
2024-12-01,21:44,528
2024-12-01,21:46,531
2024-12-01,21:48,526
2024-12-01,21:50,525
2024-12-01,21:52,526
2024-12-01,21:54,528
2024-12-01,21:56,525
2024-12-01,21:58,526
2024-12-01,22:00,524
2024-12-01,22:02,523
2024-12-01,22:04,524
2024-12-01,22:06,526
2024-12-01,22:08,528
2024-12-01,22:10,523
2024-12-01,22:12,523
2024-12-01,22:14,527
2024-12-01,22:16,525
2024-12-01,22:18,527
2024-12-01,22:20,528
2024-12-01,22:22,527
2024-12-01,22:24,526
2024-12-01,22:26,525
2024-12-01,22:28,524
2024-12-01,22:30,525
2024-12-01,22:32,524
2024-12-01,22:34,524
2024-12-01,22:36,524
2024-12-01,22:38,524
2024-12-01,22:40,523
2024-12-01,22:42,526
2024-12-01,22:44,525
2024-12-01,22:46,523
2024-12-01,22:48,521
2024-12-01,22:50,522
2024-12-01,22:52,519
2024-12-01,22:54,516
2024-12-01,22:56,516
2024-12-01,22:58,516
2024-12-01,23:00,517
2024-12-01,23:02,518
2024-12-01,23:04,520
2024-12-01,23:06,520
2024-12-01,23:08,521
2024-12-01,23:10,521
2024-12-01,23:12,520
2024-12-01,23:14,518
2024-12-01,23:16,515
2024-12-01,23:18,516
2024-12-01,23:20,513
2024-12-01,23:22,512
2024-12-01,23:24,513
2024-12-01,23:26,514
2024-12-01,23:28,514
2024-12-01,23:30,515
2024-12-01,23:32,515
2024-12-01,23:34,516
2024-12-01,23:36,518
2024-12-01,23:38,518
2024-12-01,23:40,514
2024-12-01,23:42,515
2024-12-01,23:44,515
2024-12-01,23:46,515
2024-12-01,23:48,515
2024-12-01,23:50,518
2024-12-01,23:52,516
2024-12-01,23:54,518
2024-12-01,23:56,516
2024-12-01,23:58,519
2024-12-02,00:00,519
2024-12-02,00:02,520
2024-12-02,00:04,522
2024-12-02,00:06,524
2024-12-02,00:08,525
2024-12-02,00:10,522
2024-12-02,00:12,522
2024-12-02,00:14,520
2024-12-02,00:16,521
2024-12-02,00:18,523
2024-12-02,00:20,526
2024-12-02,00:22,525
2024-12-02,00:24,525
2024-12-02,00:26,527
2024-12-02,00:28,525
2024-12-02,00:30,529
2024-12-02,00:32,529
2024-12-02,00:34,533
2024-12-02,00:36,532
2024-12-02,00:38,538
2024-12-02,00:40,539
2024-12-02,00:42,542
2024-12-02,00:44,544
2024-12-02,00:46,543
2024-12-02,00:48,540
2024-12-02,00:50,542
2024-12-02,00:52,542
2024-12-02,00:54,541
2024-12-02,00:56,543
2024-12-02,00:58,545
2024-12-02,01:00,546
2024-12-02,01:02,545
2024-12-02,01:04,547
2024-12-02,01:06,547
2024-12-02,01:08,550
2024-12-02,01:10,554
2024-12-02,01:12,555
2024-12-02,01:14,554
2024-12-02,01:16,554
2024-12-02,01:18,552
2024-12-02,01:20,553
2024-12-02,01:22,555
2024-12-02,01:24,556
2024-12-02,01:26,555
2024-12-02,01:28,554
2024-12-02,01:30,554
2024-12-02,01:32,555
2024-12-02,01:34,556
2024-12-02,01:36,558
2024-12-02,01:38,552
2024-12-02,01:40,551
2024-12-02,01:42,551
2024-12-02,01:44,550
2024-12-02,01:46,555
2024-12-02,01:48,554
2024-12-02,01:50,552
2024-12-02,01:52,555
2024-12-02,01:54,557
2024-12-02,01:56,557
2024-12-02,01:58,557
2024-12-02,02:00,557
2024-12-02,02:02,556
2024-12-02,02:04,556
2024-12-02,02:06,557
2024-12-02,02:08,559
2024-12-02,02:10,560
2024-12-02,02:12,564
2024-12-02,02:14,564
2024-12-02,02:16,564
2024-12-02,02:18,565
2024-12-02,02:20,564
2024-12-02,02:22,566
2024-12-02,02:24,569
2024-12-02,02:26,573
2024-12-02,02:28,573
2024-12-02,02:30,573
2024-12-02,02:32,572
2024-12-02,02:34,575
2024-12-02,02:36,574
2024-12-02,02:38,572
2024-12-02,02:40,573
2024-12-02,02:42,575
2024-12-02,02:44,575
2024-12-02,02:46,576
2024-12-02,02:48,578
2024-12-02,02:50,579
2024-12-02,02:52,581
2024-12-02,02:54,582
2024-12-02,02:56,582
2024-12-02,02:58,585
2024-12-02,03:00,586
2024-12-02,03:02,586
2024-12-02,03:04,589
2024-12-02,03:06,588
2024-12-02,03:08,588
2024-12-02,03:10,587
2024-12-02,03:12,586
2024-12-02,03:14,587
2024-12-02,03:16,587
2024-12-02,03:18,585
2024-12-02,03:20,583
2024-12-02,03:22,583
2024-12-02,03:24,582
2024-12-02,03:26,582
2024-12-02,03:28,583
2024-12-02,03:30,584
2024-12-02,03:32,583
2024-12-02,03:34,580
2024-12-02,03:36,581
2024-12-02,03:38,584
2024-12-02,03:40,583
2024-12-02,03:42,583
2024-12-02,03:44,585
2024-12-02,03:46,586
2024-12-02,03:48,587
2024-12-02,03:50,588
2024-12-02,03:52,590
2024-12-02,03:54,589
2024-12-02,03:56,592
2024-12-02,03:58,591
2024-12-02,04:00,590
2024-12-02,04:02,584
2024-12-02,04:04,587
2024-12-02,04:06,588
2024-12-02,04:08,587
2024-12-02,04:10,589
2024-12-02,04:12,587
2024-12-02,04:14,586
2024-12-02,04:16,586
2024-12-02,04:18,587
2024-12-02,04:20,587
2024-12-02,04:22,587
2024-12-02,04:24,589
2024-12-02,04:26,591
2024-12-02,04:28,590
2024-12-02,04:30,588
2024-12-02,04:32,587
2024-12-02,04:34,588
2024-12-02,04:36,590
2024-12-02,04:38,590
2024-12-02,04:40,590
2024-12-02,04:42,589
2024-12-02,04:44,587
2024-12-02,04:46,586
2024-12-02,04:48,587
2024-12-02,04:50,587
2024-12-02,04:52,587
2024-12-02,04:54,588
2024-12-02,04:56,591
2024-12-02,04:58,592
2024-12-02,05:00,593
2024-12-02,05:02,594
2024-12-02,05:04,601
2024-12-02,05:06,604
2024-12-02,05:08,605
2024-12-02,05:10,603
2024-12-02,05:12,604
2024-12-02,05:14,607
2024-12-02,05:16,608
2024-12-02,05:18,605
2024-12-02,05:20,606
2024-12-02,05:22,607
2024-12-02,05:24,609
2024-12-02,05:26,609
2024-12-02,05:28,609
2024-12-02,05:30,609
2024-12-02,05:32,610
2024-12-02,05:34,613
2024-12-02,05:36,616
2024-12-02,05:38,616
2024-12-02,05:40,616
2024-12-02,05:42,617
2024-12-02,05:44,620
2024-12-02,05:46,619
2024-12-02,05:48,619
2024-12-02,05:50,619
2024-12-02,05:52,618
2024-12-02,05:54,619
2024-12-02,05:56,619
2024-12-02,05:58,623
2024-12-02,06:00,623
2024-12-02,06:02,625
2024-12-02,06:04,626
2024-12-02,06:06,624
2024-12-02,06:08,627
2024-12-02,06:10,627
2024-12-02,06:12,631
2024-12-02,06:14,631
2024-12-02,06:16,629
2024-12-02,06:18,632
2024-12-02,06:20,633
2024-12-02,06:22,633
2024-12-02,06:24,632
2024-12-02,06:26,629
2024-12-02,06:28,630
2024-12-02,06:30,631
2024-12-02,06:32,631
2024-12-02,06:34,632
2024-12-02,06:36,636
2024-12-02,06:38,635
2024-12-02,06:40,637
2024-12-02,06:42,635
2024-12-02,06:44,635
2024-12-02,06:46,637
2024-12-02,06:48,637
2024-12-02,06:50,633
2024-12-02,06:52,633
2024-12-02,06:54,634
2024-12-02,06:56,636
2024-12-02,06:58,634
2024-12-02,07:00,636
2024-12-02,07:02,636
2024-12-02,07:04,638
2024-12-02,07:06,639
2024-12-02,07:08,638
2024-12-02,07:10,639
2024-12-02,07:12,639
2024-12-02,07:14,636
2024-12-02,07:16,635
2024-12-02,07:18,637
2024-12-02,07:20,639
2024-12-02,07:22,642
2024-12-02,07:24,642
2024-12-02,07:26,642
2024-12-02,07:28,644
2024-12-02,07:30,642
2024-12-02,07:32,644
2024-12-02,07:34,644
2024-12-02,07:36,645
2024-12-02,07:38,644
2024-12-02,07:40,644
2024-12-02,07:42,642
2024-12-02,07:44,639
2024-12-02,07:46,638
2024-12-02,07:48,637
2024-12-02,07:50,637
2024-12-02,07:52,636
2024-12-02,07:54,637
2024-12-02,07:56,636
2024-12-02,07:58,636
2024-12-02,08:00,634
2024-12-02,08:02,631
2024-12-02,08:04,632
2024-12-02,08:06,636
2024-12-02,08:08,638
2024-12-02,08:10,634
2024-12-02,08:12,633
2024-12-02,08:14,637
2024-12-02,08:16,640
2024-12-02,08:18,635
2024-12-02,08:20,635
2024-12-02,08:22,634
2024-12-02,08:24,638
2024-12-02,08:26,643
2024-12-02,08:28,644
2024-12-02,08:30,648
2024-12-02,08:32,647
2024-12-02,08:34,649
2024-12-02,08:36,648
2024-12-02,08:38,649
2024-12-02,08:40,646
2024-12-02,08:42,647
2024-12-02,08:44,649
2024-12-02,08:46,651
2024-12-02,08:48,654
2024-12-02,08:50,654
2024-12-02,08:52,652
2024-12-02,08:54,650
2024-12-02,08:56,652
2024-12-02,08:58,652
2024-12-02,09:00,658
2024-12-02,09:02,656
2024-12-02,09:04,656
2024-12-02,09:06,656
2024-12-02,09:08,654
2024-12-02,09:10,656
2024-12-02,09:12,658
2024-12-02,09:14,659
2024-12-02,09:16,657
2024-12-02,09:18,659
2024-12-02,09:20,658
2024-12-02,09:22,661
2024-12-02,09:24,663
2024-12-02,09:26,661
2024-12-02,09:28,655
2024-12-02,09:30,660
2024-12-02,09:32,662
2024-12-02,09:34,663
2024-12-02,09:36,663
2024-12-02,09:38,667
2024-12-02,09:40,671
2024-12-02,09:42,668
2024-12-02,09:44,670
2024-12-02,09:46,671
2024-12-02,09:48,670
2024-12-02,09:50,669
2024-12-02,09:52,668
2024-12-02,09:54,668
2024-12-02,09:56,671
2024-12-02,09:58,671
2024-12-02,10:00,676
2024-12-02,10:02,672
2024-12-02,10:04,672
2024-12-02,10:06,674
2024-12-02,10:08,669
2024-12-02,10:10,665
2024-12-02,10:12,666
2024-12-02,10:14,666
2024-12-02,10:16,665
2024-12-02,10:18,669
2024-12-02,10:20,669
2024-12-02,10:22,675
2024-12-02,10:24,674
2024-12-02,10:26,673
2024-12-02,10:28,674
2024-12-02,10:30,670
2024-12-02,10:32,673
2024-12-02,10:34,676
2024-12-02,10:36,675
2024-12-02,10:38,681
2024-12-02,10:40,681
2024-12-02,10:42,682
2024-12-02,10:44,681
2024-12-02,10:46,677
2024-12-02,10:48,680
2024-12-02,10:50,681
2024-12-02,10:52,676
2024-12-02,10:54,676
2024-12-02,10:56,677
2024-12-02,10:58,681
2024-12-02,11:00,681
2024-12-02,11:02,683
2024-12-02,11:04,680
2024-12-02,11:06,679
2024-12-02,11:08,675
2024-12-02,11:10,678
2024-12-02,11:12,679
2024-12-02,11:14,679
2024-12-02,11:16,682
2024-12-02,11:18,684
2024-12-02,11:20,690
2024-12-02,11:22,689
2024-12-02,11:24,688
2024-12-02,11:26,688
2024-12-02,11:28,692
2024-12-02,11:30,694
2024-12-02,11:32,698
2024-12-02,11:34,702
2024-12-02,11:36,699
2024-12-02,11:38,699
2024-12-02,11:40,698
2024-12-02,11:42,703
2024-12-02,11:44,703
2024-12-02,11:46,705
