Bill_ID,Timestamp,Date,Customer_ID,Purchased_Products,Total_Amount,Transaction_Count
B1040,14:44,2024-12-02,C140,"Butter,Shampoo,Cheese,Milk,Rice,Eggs",540,1
B1041,11:04,2024-12-02,C141,"Shampoo,Butter",190,1
B1042,14:29,2024-12-02,C142,"Butter,Milk",160,1
B1043,10:10,2024-12-02,C143,"Soap,Rice,Eggs,Bread",260,1
B1044,14:33,2024-12-02,C144,"Soap,Shampoo,Milk",200,1
B1045,14:39,2024-12-02,C145,"Rice,Onions,Butter,Bread,Cheese",365,1
B1046,16:15,2024-12-02,C146,"Rice,Tomato,Shampoo,Onions,Soap",275,1
B1047,11:09,2024-12-02,C147,"Cheese,Rice,Milk,Soap,Eggs,Butter",500,1
B1048,18:21,2024-12-02,C148,"Cheese,Milk,Rice,Tomato,Shampoo,Butter",480,1
B1049,11:19,2024-12-02,C149,"Rice,Milk,Cheese,Onions",285,1
B1050,14:54,2024-12-02,C150,"Butter,Milk,Tomato,Rice,Shampoo,Eggs",450,1
B1051,10:17,2024-12-02,C151,"Eggs,Rice,Shampoo,Cheese,Onions,Milk",465,1
B1052,08:28,2024-12-03,C152,"Bread,Shampoo,Onions,Soap",205,1
B1053,13:11,2024-12-03,C153,"Tomato,Cheese,Butter,Eggs,Soap,Milk",450,1
B1054,08:13,2024-12-03,C154,"Rice,Bread,Cheese,Milk,Eggs",390,1
B1055,10:10,2024-12-03,C155,"Onions,Milk,Butter,Eggs,Cheese",395,1
B1056,16:45,2024-12-03,C156,"Onions,Bread,Butter,Soap,Milk",275,1
B1057,10:25,2024-12-03,C157,"Rice,Bread,Tomato,Soap",200,1
B1058,10:02,2024-12-03,C158,"Shampoo,Bread,Milk,Eggs,Butter",380,1
B1059,10:56,2024-12-03,C159,"Bread,Milk,Tomato,Rice,Onions",235,1
B1060,19:16,2024-12-03,C160,"Milk,Cheese,Butter,Eggs",370,1
B1061,17:36,2024-12-03,C161,"Shampoo,Tomato,Milk,Rice",260,1
B1062,11:28,2024-12-03,C162,"Rice,Butter,Bread,Onions,Eggs,Cheese",455,1
B1063,13:31,2024-12-03,C163,"Rice,Butter,Eggs",270,1
B1064,15:26,2024-12-03,C164,"Cheese,Shampoo",210,1
B1065,09:12,2024-12-03,C165,"Soap,Bread,Onions",115,1
B1066,17:09,2024-12-03,C166,"Shampoo,Cheese",210,1
B1067,16:03,2024-12-03,C167,"Soap,Bread,Onions,Cheese,Butter",335,1
B1068,11:58,2024-12-03,C168,"Cheese,Rice,Bread,Onions,Tomato",295,1
B1069,09:09,2024-12-03,C169,"Butter,Soap,Shampoo",240,1
B1070,19:09,2024-12-03,C170,"Soap,Eggs,Rice,Butter",320,1
B1071,16:04,2024-12-03,C171,"Tomato,Eggs",120,1
B1072,19:46,2024-12-03,C172,"Soap,Milk,Eggs,Tomato,Cheese",350,1
B1073,11:11,2024-12-03,C173,"Milk,Eggs,Rice,Soap",280,1
B1074,13:58,2024-12-03,C174,"Bread,Soap,Tomato,Rice",200,1
B1075,09:54,2024-12-03,C175,"Onions,Soap,Cheese,Tomato,Eggs,Butter",415,1
B1076,14:11,2024-12-03,C176,"Soap,Rice,Milk,Cheese,Bread",350,1
B1077,15:38,2024-12-03,C177,"Tomato,Bread,Cheese,Eggs",280,1
B1078,09:55,2024-12-03,C178,"Cheese,Milk,Bread,Eggs",310,1
B1079,14:14,2024-12-03,C179,"Cheese,Milk,Tomato,Rice,Bread",330,1
B1080,18:54,2024-12-03,C180,"Cheese,Soap,Milk,Butter,Shampoo",420,1
B1081,14:31,2024-12-03,C181,"Butter,Eggs,Cheese,Rice,Shampoo,Tomato",510,1
B1082,14:18,2024-12-03,C182,"Bread,Butter,Cheese,Eggs",350,1
B1083,10:05,2024-12-03,C183,"Eggs,Soap,Onions",165,1
B1084,13:31,2024-12-03,C184,"Cheese,Eggs,Tomato",240,1
B1085,18:21,2024-12-04,C185,"Soap,Eggs,Bread,Milk,Butter",340,1
B1086,14:07,2024-12-04,C186,"Milk,Bread",100,1
B1087,12:45,2024-12-04,C187,"Soap,Tomato,Rice,Milk",220,1
B1088,13:35,2024-12-04,C188,"Soap,Rice,Tomato,Shampoo,Butter",350,1
B1089,19:07,2024-12-04,C189,"Rice,Shampoo,Butter",270,1
B1090,18:39,2024-12-04,C190,"Bread,Onions,Shampoo,Milk",215,1
B1091,10:00,2024-12-04,C191,"Bread,Soap,Tomato,Eggs",210,1
B1092,18:04,2024-12-04,C192,"Shampoo,Onions,Cheese,Bread",275,1
B1093,10:11,2024-12-04,C193,"Cheese,Milk,Soap,Rice,Shampoo,Onions",425,1
B1094,18:31,2024-12-04,C194,"Milk,Butter,Tomato,Cheese,Soap",360,1
B1095,12:40,2024-12-04,C195,"Rice,Tomato,Soap,Eggs,Butter,Bread",390,1
B1096,17:16,2024-12-04,C196,"Shampoo,Tomato,Cheese,Butter",340,1
B1097,10:41,2024-12-04,C197,"Cheese,Onions,Rice",225,1
B1098,19:38,2024-12-04,C198,"Rice,Cheese,Bread",240,1
B1099,13:39,2024-12-04,C199,"Butter,Cheese,Soap,Shampoo,Rice",440,1
B1100,08:33,2024-12-04,C200,"Bread,Soap,Eggs",180,1
B1101,08:27,2024-12-04,C201,"Butter,Cheese,Eggs,Bread,Rice,Shampoo",520,1
B1102,18:33,2024-12-04,C202,"Soap,Milk,Shampoo",200,1
B1103,16:38,2024-12-04,C203,"Rice,Cheese,Eggs,Milk,Soap,Onions",425,1
B1104,15:09,2024-12-04,C204,"Milk,Onions,Soap,Butter",235,1
B1105,09:52,2024-12-04,C205,"Eggs,Cheese,Tomato",240,1
B1106,10:44,2024-12-04,C206,"Rice,Eggs,Soap,Cheese,Shampoo,Milk",490,1
B1107,18:40,2024-12-04,C207,"Cheese,Tomato,Butter,Onions,Bread,Rice",395,1
B1108,09:50,2024-12-04,C208,"Milk,Onions,Shampoo",175,1
B1109,17:02,2024-12-04,C209,"Tomato,Onions,Butter",155,1
B1110,14:41,2024-12-04,C210,"Rice,Onions,Shampoo,Soap,Bread",285,1
B1111,13:23,2024-12-04,C211,"Eggs,Butter,Rice,Shampoo,Cheese,Tomato",510,1
B1112,15:22,2024-12-04,C212,"Bread,Eggs,Milk,Tomato",220,1
B1113,19:50,2024-12-05,C213,"Butter,Cheese",220,1
B1114,18:40,2024-12-05,C214,"Bread,Onions",65,1
B1115,10:57,2024-12-05,C215,"Soap,Bread,Tomato,Shampoo",210,1
B1116,18:40,2024-12-05,C216,"Tomato,Butter",130,1
B1117,18:20,2024-12-05,C217,"Soap,Shampoo,Tomato,Milk",230,1
B1118,14:30,2024-12-05,C218,"Tomato,Rice,Milk,Shampoo,Cheese",380,1
B1119,17:57,2024-12-05,C219,"Milk,Butter",160,1
B1120,16:40,2024-12-05,C220,"Soap,Eggs,Cheese",260,1
B1121,08:45,2024-12-05,C221,"Shampoo,Milk,Onions,Soap,Eggs",315,1
B1122,09:46,2024-12-05,C222,"Cheese,Eggs,Soap,Milk,Rice,Butter",500,1
B1123,19:58,2024-12-05,C223,"Bread,Butter,Soap",190,1
B1124,19:33,2024-12-05,C224,"Eggs,Milk,Shampoo,Tomato",270,1
B1125,18:23,2024-12-05,C225,"Cheese,Shampoo,Soap,Butter,Bread,Onions",425,1
B1126,10:39,2024-12-05,C226,"Milk,Onions,Shampoo,Butter,Tomato",305,1
B1127,12:30,2024-12-05,C227,"Eggs,Soap,Cheese,Shampoo,Onions,Milk",435,1
B1128,10:51,2024-12-05,C228,"Rice,Butter,Soap,Tomato",260,1
B1129,19:14,2024-12-05,C229,"Eggs,Milk,Bread,Shampoo,Soap",330,1
B1130,17:16,2024-12-05,C230,"Eggs,Soap,Onions,Tomato,Butter,Milk",355,1
B1131,17:57,2024-12-05,C231,"Cheese,Tomato,Onions,Bread",215,1
B1132,12:50,2024-12-05,C232,"Bread,Onions,Rice,Shampoo,Butter",335,1
B1133,19:32,2024-12-05,C233,"Eggs,Rice,Butter,Soap,Cheese",440,1
B1134,14:01,2024-12-05,C234,"Onions,Shampoo",115,1
B1135,18:36,2024-12-05,C235,"Soap,Milk,Cheese,Rice,Bread,Shampoo",440,1
B1136,12:42,2024-12-05,C236,"Shampoo,Tomato",120,1
B1137,17:26,2024-12-05,C237,"Bread,Milk",100,1
B1138,12:59,2024-12-05,C238,"Shampoo,Milk,Cheese,Onions,Eggs",385,1
B1139,13:47,2024-12-05,C239,"Eggs,Tomato,Bread,Milk,Cheese",340,1
B1140,18:09,2024-12-05,C240,"Shampoo,Eggs,Rice,Soap,Onions",335,1
B1141,14:32,2024-12-05,C241,"Shampoo,Tomato,Cheese",240,1
B1142,11:19,2024-12-05,C242,"Rice,Shampoo,Tomato,Cheese",320,1
B1143,17:09,2024-12-05,C243,"Rice,Shampoo,Cheese",290,1
B1144,18:15,2024-12-05,C244,"Rice,Tomato",110,1
B1145,17:14,2024-12-05,C245,"Cheese,Shampoo,Milk,Soap",320,1
B1146,16:08,2024-12-05,C246,"Cheese,Tomato,Bread",190,1
B1147,10:44,2024-12-05,C247,"Milk,Soap,Cheese,Eggs",320,1
B1148,12:37,2024-12-05,C248,"Milk,Butter,Soap,Rice,Tomato",320,1
B1149,13:17,2024-12-05,C249,"Onions,Milk,Cheese,Eggs,Bread,Butter",435,1
B1150,16:22,2024-12-05,C250,"Milk,Soap,Onions,Butter,Tomato,Rice",345,1
B1151,17:06,2024-12-05,C251,"Bread,Rice,Cheese,Tomato",270,1
B1152,19:52,2024-12-06,C252,"Shampoo,Eggs",180,1
B1153,17:24,2024-12-06,C253,"Eggs,Onions,Rice,Tomato,Cheese,Butter",445,1
B1154,18:01,2024-12-06,C254,"Butter,Onions,Milk,Rice,Soap",315,1
B1155,10:36,2024-12-06,C255,"Onions,Cheese,Tomato",175,1
B1156,19:36,2024-12-06,C256,"Shampoo,Bread,Milk",190,1
B1157,08:10,2024-12-06,C257,"Soap,Rice,Eggs",220,1
B1158,15:47,2024-12-06,C258,"Cheese,Shampoo,Soap,Butter,Onions",385,1
B1159,11:24,2024-12-06,C259,"Onions,Butter,Milk,Shampoo,Eggs",365,1
B1160,08:15,2024-12-06,C260,"Tomato,Soap",80,1
B1161,15:09,2024-12-06,C261,"Cheese,Soap,Eggs,Bread,Rice,Shampoo",470,1
B1162,16:12,2024-12-06,C262,"Shampoo,Rice,Tomato,Bread,Eggs",330,1
B1163,12:22,2024-12-06,C263,"Tomato,Bread,Rice,Cheese,Shampoo",360,1
B1164,14:16,2024-12-06,C264,"Shampoo,Butter,Cheese",310,1
B1165,14:31,2024-12-06,C265,"Eggs,Onions,Soap,Rice,Bread,Tomato",315,1
B1166,14:34,2024-12-06,C266,"Bread,Onions,Cheese,Butter,Rice,Milk",425,1
B1167,13:58,2024-12-06,C267,"Cheese,Butter,Milk",280,1
B1168,13:10,2024-12-06,C268,"Tomato,Butter,Soap,Shampoo,Rice,Bread",390,1
B1169,17:13,2024-12-06,C269,"Cheese,Milk,Soap,Butter,Eggs,Onions",445,1
B1170,12:59,2024-12-06,C270,"Butter,Soap,Shampoo,Cheese,Tomato,Eggs",480,1
B1171,14:03,2024-12-06,C271,"Tomato,Eggs,Soap",170,1
B1172,19:34,2024-12-06,C272,"Bread,Cheese",160,1
B1173,14:06,2024-12-06,C273,"Onions,Shampoo,Soap",165,1
B1174,19:44,2024-12-06,C274,"Cheese,Eggs,Bread",250,1
B1175,09:41,2024-12-06,C275,"Shampoo,Soap,Milk,Bread",240,1
B1176,12:28,2024-12-06,C276,"Rice,Milk,Eggs,Soap,Onions,Cheese",425,1
B1177,12:23,2024-12-06,C277,"Shampoo,Eggs,Cheese,Onions,Rice,Milk",465,1
B1178,17:01,2024-12-06,C278,"Rice,Butter",180,1
B1179,19:34,2024-12-06,C279,"Cheese,Shampoo,Milk",270,1
B1180,10:42,2024-12-06,C280,"Tomato,Butter,Soap,Bread,Rice,Onions",325,1
B1181,09:56,2024-12-06,C281,"Onions,Milk,Cheese,Eggs,Rice",375,1
B1182,16:21,2024-12-06,C282,"Tomato,Butter,Cheese",250,1
B1183,12:50,2024-12-06,C283,"Cheese,Milk,Shampoo,Butter,Bread",410,1
B1184,15:28,2024-12-06,C284,"Eggs,Tomato,Milk",180,1
B1185,17:30,2024-12-06,C285,"Soap,Onions,Eggs",165,1
B1186,17:45,2024-12-06,C286,"Onions,Bread,Eggs,Butter,Shampoo",345,1
B1187,08:13,2024-12-06,C287,"Rice,Shampoo,Eggs",260,1
B1188,10:39,2024-12-06,C288,"Bread,Rice,Onions",145,1
B1189,10:28,2024-12-06,C289,"Cheese,Eggs,Butter,Shampoo,Rice",480,1
B1190,11:26,2024-12-06,C290,"Soap,Eggs,Rice,Bread",260,1
B1191,10:08,2024-12-06,C291,"Shampoo,Cheese,Eggs,Soap,Onions",375,1
B1192,09:49,2024-12-06,C292,"Shampoo,Tomato,Onions,Eggs,Bread,Rice",355,1
B1193,14:36,2024-12-06,C293,"Cheese,Bread",160,1
B1194,18:56,2024-12-07,C294,"Tomato,Shampoo,Cheese,Butter",340,1
B1195,08:13,2024-12-07,C295,"Rice,Cheese,Soap,Bread",290,1
B1196,08:52,2024-12-07,C296,"Tomato,Shampoo,Milk,Soap",230,1
B1197,14:48,2024-12-07,C297,"Soap,Onions,Bread,Cheese,Shampoo",325,1
B1198,18:28,2024-12-07,C298,"Bread,Rice,Eggs,Onions,Milk,Tomato",325,1
B1199,11:05,2024-12-07,C299,"Milk,Shampoo",150,1
B1200,15:24,2024-12-07,C300,"Bread,Rice,Milk,Soap",230,1
B1201,19:32,2024-12-07,C301,"Shampoo,Rice,Eggs,Tomato,Bread,Cheese",450,1
B1202,08:16,2024-12-07,C302,"Milk,Rice,Soap",190,1
B1203,13:48,2024-12-07,C303,"Onions,Eggs,Milk,Butter,Soap",325,1
B1204,08:09,2024-12-07,C304,"Cheese,Onions,Rice,Eggs",315,1
B1205,19:29,2024-12-07,C305,"Onions,Bread",65,1
B1206,12:47,2024-12-07,C306,"Rice,Eggs,Milk,Tomato,Butter",360,1
B1207,18:00,2024-12-07,C307,"Eggs,Soap,Tomato,Bread,Cheese",330,1
B1208,17:21,2024-12-07,C308,"Eggs,Cheese,Rice,Bread,Shampoo",420,1
B1209,16:39,2024-12-07,C309,"Onions,Cheese,Shampoo,Tomato,Butter,Eggs",455,1
B1210,08:23,2024-12-07,C310,"Eggs,Soap,Butter,Shampoo",330,1
B1211,19:22,2024-12-07,C311,"Tomato,Shampoo",120,1
B1212,13:44,2024-12-07,C312,"Cheese,Rice,Tomato,Butter,Shampoo",420,1
B1213,19:27,2024-12-07,C313,"Cheese,Butter,Shampoo,Eggs",400,1
B1214,19:25,2024-12-07,C314,"Bread,Milk,Butter,Rice,Soap,Cheese",450,1
B1215,12:42,2024-12-07,C315,"Soap,Eggs,Rice,Milk",280,1
B1216,10:25,2024-12-07,C316,"Soap,Rice,Cheese",250,1
B1217,11:00,2024-12-07,C317,"Bread,Eggs,Butter",230,1
B1218,11:07,2024-12-07,C318,"Bread,Onions",65,1
B1219,19:19,2024-12-07,C319,"Tomato,Rice,Shampoo,Bread,Onions",265,1
B1220,10:19,2024-12-07,C320,"Bread,Onions,Milk",125,1
B1221,08:44,2024-12-07,C321,"Tomato,Bread",70,1
B1222,18:10,2024-12-07,C322,"Onions,Milk",85,1
B1223,19:53,2024-12-07,C323,"Rice,Butter",180,1
B1224,18:52,2024-12-07,C324,"Eggs,Cheese,Soap,Shampoo",350,1
B1225,16:48,2024-12-07,C325,"Butter,Shampoo,Cheese,Bread,Milk,Rice",490,1
B1226,19:56,2024-12-07,C326,"Onions,Tomato,Butter,Shampoo,Rice,Eggs",415,1
B1227,16:31,2024-12-07,C327,"Onions,Rice,Eggs,Tomato,Butter",325,1
B1228,18:34,2024-12-07,C328,"Cheese,Butter,Rice",300,1
B1229,14:26,2024-12-07,C329,"Soap,Onions,Eggs,Milk,Butter",325,1
B1230,15:12,2024-12-07,C330,"Soap,Onions,Shampoo,Butter,Cheese",385,1
B1231,13:56,2024-12-07,C331,"Shampoo,Butter,Onions",215,1
B1232,11:40,2024-12-07,C332,"Tomato,Rice,Shampoo,Butter",300,1
B1233,11:59,2024-12-07,C333,"Tomato,Onions,Butter,Soap,Bread",245,1
B1234,08:10,2024-12-07,C334,"Butter,Milk,Onions",185,1
B1235,18:59,2024-12-07,C335,"Eggs,Tomato,Bread,Shampoo",250,1
B1236,15:20,2024-12-07,C336,"Soap,Onions,Milk",135,1
B1237,15:23,2024-12-08,C337,"Bread,Tomato,Soap,Milk,Onions,Cheese",325,1
B1238,15:37,2024-12-08,C338,"Bread,Butter,Eggs,Tomato,Cheese",380,1
B1239,08:11,2024-12-08,C339,"Tomato,Eggs,Onions",145,1
B1240,16:43,2024-12-08,C340,"Onions,Tomato,Soap,Eggs,Bread,Milk",295,1
B1241,13:42,2024-12-08,C341,"Bread,Eggs,Onions,Tomato,Cheese",305,1
B1242,10:10,2024-12-08,C342,"Milk,Bread,Rice,Tomato",210,1
B1243,19:01,2024-12-08,C343,"Shampoo,Onions,Rice",195,1
B1244,19:43,2024-12-08,C344,"Tomato,Soap,Milk,Eggs,Bread,Butter",370,1
B1245,17:09,2024-12-08,C345,"Soap,Rice",130,1
B1246,10:20,2024-12-08,C346,"Onions,Butter,Cheese,Tomato",275,1
B1247,14:43,2024-12-08,C347,"Rice,Milk,Bread,Butter,Soap",330,1
B1248,09:44,2024-12-08,C348,"Cheese,Tomato,Rice,Onions",255,1
B1249,18:28,2024-12-08,C349,"Cheese,Rice,Milk",260,1
B1250,14:25,2024-12-08,C350,"Cheese,Butter,Tomato",250,1
B1251,08:15,2024-12-08,C351,"Onions,Bread,Shampoo,Butter",255,1
B1252,12:39,2024-12-08,C352,"Cheese,Eggs,Milk",270,1
B1253,16:39,2024-12-08,C353,"Onions,Butter,Tomato",155,1
B1254,11:23,2024-12-08,C354,"Cheese,Onions",145,1
B1255,14:01,2024-12-08,C355,"Cheese,Eggs,Bread,Butter",350,1
B1256,18:22,2024-12-08,C356,"Soap,Bread,Onions,Milk,Rice,Cheese",375,1
B1257,19:33,2024-12-08,C357,"Cheese,Rice,Butter,Shampoo,Onions",415,1
B1258,11:38,2024-12-08,C358,"Bread,Onions",65,1
B1259,11:34,2024-12-08,C359,"Shampoo,Cheese,Onions,Bread",275,1
B1260,15:49,2024-12-08,C360,"Shampoo,Soap,Rice,Bread,Tomato,Cheese",410,1
B1261,13:14,2024-12-09,C361,"Butter,Tomato",130,1
B1262,10:09,2024-12-09,C362,"Eggs,Rice,Tomato,Soap",250,1
B1263,15:40,2024-12-09,C363,"Tomato,Bread,Cheese,Butter",290,1
B1264,14:48,2024-12-09,C364,"Soap,Cheese,Milk,Rice",310,1
B1265,14:03,2024-12-09,C365,"Rice,Eggs",170,1
B1266,11:48,2024-12-09,C366,"Tomato,Eggs,Bread,Rice,Onions,Soap",315,1
B1267,15:26,2024-12-09,C367,"Tomato,Shampoo,Bread,Rice,Cheese",360,1
B1268,16:48,2024-12-09,C368,"Soap,Bread,Milk",150,1
B1269,13:37,2024-12-09,C369,"Soap,Butter,Cheese,Milk,Tomato,Rice",440,1
B1270,11:44,2024-12-09,C370,"Eggs,Onions,Shampoo",205,1
B1271,17:33,2024-12-09,C371,"Bread,Milk,Butter,Soap,Shampoo",340,1
B1272,11:58,2024-12-09,C372,"Shampoo,Soap,Butter",240,1
B1273,13:00,2024-12-09,C373,"Tomato,Eggs",120,1
B1274,10:42,2024-12-09,C374,"Milk,Rice,Cheese,Shampoo,Butter",450,1
B1275,10:23,2024-12-09,C375,"Bread,Rice,Milk",180,1
B1276,08:15,2024-12-09,C376,"Rice,Milk,Soap",190,1
B1277,19:59,2024-12-09,C377,"Soap,Onions,Butter,Rice",255,1
B1278,09:47,2024-12-09,C378,"Tomato,Cheese,Onions,Milk,Eggs,Butter",425,1
B1279,13:09,2024-12-09,C379,"Onions,Eggs",115,1
B1280,10:15,2024-12-09,C380,"Rice,Cheese,Milk",260,1
B1281,19:12,2024-12-09,C381,"Rice,Bread,Tomato",150,1
B1282,08:46,2024-12-09,C382,"Butter,Soap,Shampoo,Onions",265,1
B1283,12:29,2024-12-09,C383,"Milk,Soap,Shampoo",200,1
B1284,19:40,2024-12-09,C384,"Butter,Onions,Bread,Tomato,Soap,Eggs",335,1
B1285,17:00,2024-12-09,C385,"Rice,Bread",120,1
B1286,11:15,2024-12-09,C386,"Rice,Tomato,Onions,Soap,Bread,Shampoo",315,1
B1287,19:52,2024-12-09,C387,"Milk,Butter,Onions,Bread,Soap",275,1
B1288,18:13,2024-12-09,C388,"Tomato,Butter,Bread,Onions,Milk",255,1
B1289,11:30,2024-12-09,C389,"Bread,Cheese,Eggs,Milk,Onions",335,1
B1290,19:24,2024-12-09,C390,"Shampoo,Onions,Tomato,Butter,Rice",325,1
B1291,09:50,2024-12-09,C391,"Onions,Rice",105,1
B1292,08:10,2024-12-09,C392,"Soap,Milk,Shampoo",200,1
B1293,12:25,2024-12-09,C393,"Butter,Bread,Onions",165,1
B1294,14:02,2024-12-09,C394,"Butter,Eggs,Tomato",220,1
B1295,08:42,2024-12-09,C395,"Butter,Bread,Onions",165,1
B1296,19:09,2024-12-09,C396,"Milk,Butter,Eggs,Rice",330,1
B1297,10:52,2024-12-09,C397,"Shampoo,Bread,Rice,Tomato",240,1
B1298,18:19,2024-12-09,C398,"Shampoo,Onions,Butter",215,1
B1299,10:18,2024-12-09,C399,"Shampoo,Tomato",120,1
B1300,11:12,2024-12-09,C400,"Eggs,Butter",190,1
B1301,12:53,2024-12-09,C401,"Eggs,Butter,Onions",215,1
B1302,15:19,2024-12-09,C402,"Eggs,Tomato,Cheese",240,1
B1303,16:48,2024-12-09,C403,"Tomato,Eggs",120,1
B1304,18:44,2024-12-09,C404,"Butter,Milk,Rice,Bread,Onions,Tomato",335,1
B1305,14:43,2024-12-09,C405,"Shampoo,Butter,Milk,Eggs",340,1
B1306,14:06,2024-12-09,C406,"Bread,Soap,Eggs,Cheese,Milk,Tomato",390,1
B1307,14:37,2024-12-09,C407,"Rice,Eggs,Shampoo,Cheese,Soap",430,1
B1308,16:50,2024-12-09,C408,"Rice,Soap",130,1
B1309,09:13,2024-12-09,C409,"Shampoo,Soap",140,1
B1310,11:40,2024-12-09,C410,"Shampoo,Soap,Rice,Tomato,Eggs,Bread",380,1
B1311,09:57,2024-12-09,C411,"Milk,Rice,Butter,Soap,Shampoo",380,1
B1312,12:17,2024-12-10,C412,"Rice,Onions,Soap,Butter,Tomato",285,1
B1313,09:47,2024-12-10,C413,"Tomato,Eggs,Cheese",240,1
B1314,18:26,2024-12-10,C414,"Shampoo,Butter,Cheese,Milk",370,1
B1315,16:00,2024-12-10,C415,"Rice,Tomato",110,1
B1316,17:28,2024-12-10,C416,"Cheese,Tomato,Eggs",240,1
B1317,12:45,2024-12-10,C417,"Butter,Onions,Shampoo",215,1
B1318,09:23,2024-12-10,C418,"Rice,Milk,Eggs",230,1
B1319,09:11,2024-12-10,C419,"Butter,Onions,Soap",175,1
B1320,13:00,2024-12-10,C420,"Tomato,Soap",80,1
B1321,13:58,2024-12-10,C421,"Rice,Eggs,Cheese,Shampoo",380,1
B1322,15:02,2024-12-10,C422,"Cheese,Shampoo,Onions,Soap",285,1
B1323,13:29,2024-12-10,C423,"Milk,Shampoo,Soap",200,1
B1324,12:38,2024-12-10,C424,"Eggs,Shampoo,Cheese,Rice,Bread,Soap",470,1
B1325,15:48,2024-12-10,C425,"Butter,Milk,Tomato,Shampoo,Soap,Eggs",420,1
B1326,11:25,2024-12-10,C426,"Rice,Milk",140,1
B1327,17:31,2024-12-10,C427,"Eggs,Butter",190,1
B1328,13:37,2024-12-10,C428,"Butter,Tomato,Onions,Milk,Shampoo,Soap",355,1
B1329,18:59,2024-12-10,C429,"Shampoo,Cheese,Onions",235,1
B1330,13:27,2024-12-10,C430,"Eggs,Tomato,Cheese",240,1
B1331,08:04,2024-12-10,C431,"Cheese,Soap,Tomato,Bread,Milk",300,1
B1332,14:12,2024-12-10,C432,"Milk,Butter",160,1
B1333,13:13,2024-12-10,C433,"Milk,Onions,Rice",165,1
B1334,18:31,2024-12-10,C434,"Eggs,Rice,Bread,Shampoo,Butter,Milk",460,1
B1335,10:07,2024-12-10,C435,"Rice,Onions,Shampoo,Soap,Tomato",275,1
B1336,14:41,2024-12-10,C436,"Bread,Milk,Eggs,Tomato,Onions",245,1
