Timestamp,Date,Foot_Count
18:18,2024-12-01,225
18:20,2024-12-01,226
18:22,2024-12-01,227
18:24,2024-12-01,229
18:26,2024-12-01,230
18:28,2024-12-01,231
18:30,2024-12-01,231
18:32,2024-12-01,233
18:34,2024-12-01,234
18:36,2024-12-01,234
18:38,2024-12-01,235
18:40,2024-12-01,235
18:42,2024-12-01,235
18:44,2024-12-01,237
18:46,2024-12-01,238
18:48,2024-12-01,239
18:50,2024-12-01,241
18:52,2024-12-01,242
18:54,2024-12-01,244
18:56,2024-12-01,244
18:58,2024-12-01,246
19:00,2024-12-01,246
19:02,2024-12-01,247
19:04,2024-12-01,248
19:06,2024-12-01,248
19:08,2024-12-01,249
19:10,2024-12-01,250
19:12,2024-12-01,250
19:14,2024-12-01,251
19:16,2024-12-01,253
19:18,2024-12-01,254
19:20,2024-12-01,254
19:22,2024-12-01,254
19:24,2024-12-01,254
19:26,2024-12-01,254
19:28,2024-12-01,255
19:30,2024-12-01,257
19:32,2024-12-01,258
19:34,2024-12-01,259
19:36,2024-12-01,260
19:38,2024-12-01,261
19:40,2024-12-01,261
19:42,2024-12-01,263
19:44,2024-12-01,263
19:46,2024-12-01,265
19:48,2024-12-01,265
19:50,2024-12-01,266
19:52,2024-12-01,268
19:54,2024-12-01,268
19:56,2024-12-01,268
19:58,2024-12-01,268
08:00,2024-12-02,1
08:02,2024-12-02,1
08:04,2024-12-02,3
08:06,2024-12-02,4
08:08,2024-12-02,6
08:10,2024-12-02,7
08:12,2024-12-02,8
08:14,2024-12-02,9
08:16,2024-12-02,10
08:18,2024-12-02,11
08:20,2024-12-02,12
08:22,2024-12-02,13
08:24,2024-12-02,13
08:26,2024-12-02,13
08:28,2024-12-02,14
08:30,2024-12-02,13
08:32,2024-12-02,14
08:34,2024-12-02,15
08:36,2024-12-02,15
08:38,2024-12-02,16
08:40,2024-12-02,17
08:42,2024-12-02,19
08:44,2024-12-02,20
08:46,2024-12-02,22
08:48,2024-12-02,23
08:50,2024-12-02,22
08:52,2024-12-02,22
08:54,2024-12-02,23
08:56,2024-12-02,25
08:58,2024-12-02,26
09:00,2024-12-02,27
09:02,2024-12-02,27
09:04,2024-12-02,29
09:06,2024-12-02,29
09:08,2024-12-02,30
09:10,2024-12-02,32
09:12,2024-12-02,32
09:14,2024-12-02,32
09:16,2024-12-02,34
09:18,2024-12-02,34
09:20,2024-12-02,34
09:22,2024-12-02,34
09:24,2024-12-02,36
09:26,2024-12-02,36
09:28,2024-12-02,36
09:30,2024-12-02,37
09:32,2024-12-02,38
09:34,2024-12-02,39
09:36,2024-12-02,38
09:38,2024-12-02,39
09:40,2024-12-02,40
09:42,2024-12-02,41
09:44,2024-12-02,43
09:46,2024-12-02,44
09:48,2024-12-02,45
09:50,2024-12-02,46
09:52,2024-12-02,45
09:54,2024-12-02,46
09:56,2024-12-02,45
09:58,2024-12-02,45
10:00,2024-12-02,46
10:02,2024-12-02,47
10:04,2024-12-02,47
10:06,2024-12-02,47
10:08,2024-12-02,47
10:10,2024-12-02,47
10:12,2024-12-02,47
10:14,2024-12-02,48
10:16,2024-12-02,47
10:18,2024-12-02,48
10:20,2024-12-02,48
10:22,2024-12-02,48
10:24,2024-12-02,49
10:26,2024-12-02,50
10:28,2024-12-02,50
10:30,2024-12-02,50
10:32,2024-12-02,51
10:34,2024-12-02,52
10:36,2024-12-02,53
10:38,2024-12-02,54
10:40,2024-12-02,54
10:42,2024-12-02,53
10:44,2024-12-02,54
10:46,2024-12-02,56
10:48,2024-12-02,57
10:50,2024-12-02,58
10:52,2024-12-02,58
10:54,2024-12-02,58
10:56,2024-12-02,59
10:58,2024-12-02,61
11:00,2024-12-02,61
11:02,2024-12-02,62
11:04,2024-12-02,62
11:06,2024-12-02,63
11:08,2024-12-02,64
11:10,2024-12-02,64
11:12,2024-12-02,66
11:14,2024-12-02,67
11:16,2024-12-02,68
11:18,2024-12-02,69
11:20,2024-12-02,69
11:22,2024-12-02,69
11:24,2024-12-02,70
11:26,2024-12-02,71
11:28,2024-12-02,71
11:30,2024-12-02,70
11:32,2024-12-02,71
11:34,2024-12-02,72
11:36,2024-12-02,73
11:38,2024-12-02,75
11:40,2024-12-02,76
11:42,2024-12-02,77
11:44,2024-12-02,79
11:46,2024-12-02,80
11:48,2024-12-02,81
11:50,2024-12-02,80
11:52,2024-12-02,81
11:54,2024-12-02,80
11:56,2024-12-02,81
11:58,2024-12-02,83
12:00,2024-12-02,84
12:02,2024-12-02,84
12:04,2024-12-02,85
12:06,2024-12-02,85
12:08,2024-12-02,87
12:10,2024-12-02,89
12:12,2024-12-02,90
12:14,2024-12-02,92
12:16,2024-12-02,92
12:18,2024-12-02,93
12:20,2024-12-02,94
12:22,2024-12-02,95
12:24,2024-12-02,96
12:26,2024-12-02,98
12:28,2024-12-02,98
12:30,2024-12-02,100
12:32,2024-12-02,102
12:34,2024-12-02,102
12:36,2024-12-02,104
12:38,2024-12-02,105
12:40,2024-12-02,107
12:42,2024-12-02,108
12:44,2024-12-02,108
12:46,2024-12-02,107
12:48,2024-12-02,108
12:50,2024-12-02,107
12:52,2024-12-02,108
12:54,2024-12-02,108
12:56,2024-12-02,109
12:58,2024-12-02,110
13:00,2024-12-02,110
13:02,2024-12-02,111
13:04,2024-12-02,113
13:06,2024-12-02,114
13:08,2024-12-02,114
13:10,2024-12-02,115
13:12,2024-12-02,116
13:14,2024-12-02,116
13:16,2024-12-02,117
13:18,2024-12-02,117
13:20,2024-12-02,118
13:22,2024-12-02,118
13:24,2024-12-02,117
13:26,2024-12-02,118
13:28,2024-12-02,120
13:30,2024-12-02,122
13:32,2024-12-02,122
13:34,2024-12-02,123
13:36,2024-12-02,124
13:38,2024-12-02,125
13:40,2024-12-02,126
13:42,2024-12-02,126
13:44,2024-12-02,127
13:46,2024-12-02,129
13:48,2024-12-02,129
13:50,2024-12-02,129
13:52,2024-12-02,130
13:54,2024-12-02,130
13:56,2024-12-02,129
13:58,2024-12-02,130
14:00,2024-12-02,131
14:02,2024-12-02,131
14:04,2024-12-02,131
14:06,2024-12-02,132
14:08,2024-12-02,134
14:10,2024-12-02,136
14:12,2024-12-02,136
14:14,2024-12-02,135
14:16,2024-12-02,137
14:18,2024-12-02,138
14:20,2024-12-02,138
14:22,2024-12-02,138
14:24,2024-12-02,139
14:26,2024-12-02,139
14:28,2024-12-02,140
14:30,2024-12-02,141
14:32,2024-12-02,142
14:34,2024-12-02,143
14:36,2024-12-02,144
14:38,2024-12-02,145
14:40,2024-12-02,146
14:42,2024-12-02,147
14:44,2024-12-02,147
14:46,2024-12-02,147
14:48,2024-12-02,148
14:50,2024-12-02,149
14:52,2024-12-02,151
14:54,2024-12-02,151
14:56,2024-12-02,152
14:58,2024-12-02,152
15:00,2024-12-02,153
15:02,2024-12-02,154
15:04,2024-12-02,155
15:06,2024-12-02,156
15:08,2024-12-02,156
15:10,2024-12-02,158
15:12,2024-12-02,159
15:14,2024-12-02,161
15:16,2024-12-02,161
15:18,2024-12-02,162
15:20,2024-12-02,164
15:22,2024-12-02,164
15:24,2024-12-02,164
15:26,2024-12-02,166
15:28,2024-12-02,166
15:30,2024-12-02,167
15:32,2024-12-02,168
15:34,2024-12-02,169
15:36,2024-12-02,170
15:38,2024-12-02,171
15:40,2024-12-02,172
15:42,2024-12-02,172
15:44,2024-12-02,172
15:46,2024-12-02,174
15:48,2024-12-02,174
15:50,2024-12-02,175
15:52,2024-12-02,177
15:54,2024-12-02,178
15:56,2024-12-02,179
15:58,2024-12-02,181
16:00,2024-12-02,182
16:02,2024-12-02,183
16:04,2024-12-02,184
16:06,2024-12-02,184
16:08,2024-12-02,184
16:10,2024-12-02,186
16:12,2024-12-02,188
16:14,2024-12-02,189
16:16,2024-12-02,190
16:18,2024-12-02,191
16:20,2024-12-02,192
16:22,2024-12-02,192
16:24,2024-12-02,193
16:26,2024-12-02,194
16:28,2024-12-02,195
16:30,2024-12-02,197
16:32,2024-12-02,198
16:34,2024-12-02,200
16:36,2024-12-02,202
16:38,2024-12-02,202
16:40,2024-12-02,202
16:42,2024-12-02,202
16:44,2024-12-02,203
16:46,2024-12-02,202
16:48,2024-12-02,203
16:50,2024-12-02,204
16:52,2024-12-02,205
16:54,2024-12-02,206
16:56,2024-12-02,207
16:58,2024-12-02,207
17:00,2024-12-02,208
17:02,2024-12-02,209
17:04,2024-12-02,210
17:06,2024-12-02,211
17:08,2024-12-02,212
17:10,2024-12-02,212
17:12,2024-12-02,212
17:14,2024-12-02,212
17:16,2024-12-02,213
17:18,2024-12-02,215
17:20,2024-12-02,217
17:22,2024-12-02,216
17:24,2024-12-02,216
17:26,2024-12-02,217
17:28,2024-12-02,218
17:30,2024-12-02,219
17:32,2024-12-02,219
17:34,2024-12-02,219
17:36,2024-12-02,221
17:38,2024-12-02,222
17:40,2024-12-02,222
17:42,2024-12-02,222
17:44,2024-12-02,224
17:46,2024-12-02,225
17:48,2024-12-02,227
17:50,2024-12-02,228
17:52,2024-12-02,229
17:54,2024-12-02,229
17:56,2024-12-02,230
17:58,2024-12-02,229
18:00,2024-12-02,230
18:02,2024-12-02,230
18:04,2024-12-02,230
18:06,2024-12-02,231
18:08,2024-12-02,232
18:10,2024-12-02,232
18:12,2024-12-02,233
18:14,2024-12-02,234
18:16,2024-12-02,235
18:18,2024-12-02,237
18:20,2024-12-02,239
18:22,2024-12-02,240
18:24,2024-12-02,241
18:26,2024-12-02,243
18:28,2024-12-02,244
18:30,2024-12-02,244
18:32,2024-12-02,245
18:34,2024-12-02,245
18:36,2024-12-02,246
18:38,2024-12-02,248
18:40,2024-12-02,249
18:42,2024-12-02,249
18:44,2024-12-02,250
18:46,2024-12-02,251
18:48,2024-12-02,250
18:50,2024-12-02,250
18:52,2024-12-02,251
18:54,2024-12-02,252
18:56,2024-12-02,252
18:58,2024-12-02,253
19:00,2024-12-02,253
19:02,2024-12-02,254
19:04,2024-12-02,255
19:06,2024-12-02,256
19:08,2024-12-02,257
19:10,2024-12-02,258
19:12,2024-12-02,258
19:14,2024-12-02,257
19:16,2024-12-02,258
19:18,2024-12-02,259
19:20,2024-12-02,261
19:22,2024-12-02,262
19:24,2024-12-02,262
19:26,2024-12-02,262
19:28,2024-12-02,263
19:30,2024-12-02,265
19:32,2024-12-02,265
19:34,2024-12-02,266
19:36,2024-12-02,267
19:38,2024-12-02,267
19:40,2024-12-02,269
19:42,2024-12-02,269
19:44,2024-12-02,269
19:46,2024-12-02,269
19:48,2024-12-02,270
19:50,2024-12-02,272
19:52,2024-12-02,273
19:54,2024-12-02,273
19:56,2024-12-02,274
19:58,2024-12-02,274
08:00,2024-12-03,1
08:02,2024-12-03,2
08:04,2024-12-03,3
08:06,2024-12-03,3
08:08,2024-12-03,2
08:10,2024-12-03,3
08:12,2024-12-03,4
08:14,2024-12-03,4
08:16,2024-12-03,4
08:18,2024-12-03,5
08:20,2024-12-03,5
08:22,2024-12-03,6
08:24,2024-12-03,7
08:26,2024-12-03,9
08:28,2024-12-03,10
08:30,2024-12-03,11
08:32,2024-12-03,13
08:34,2024-12-03,13
08:36,2024-12-03,13
08:38,2024-12-03,13
08:40,2024-12-03,13
08:42,2024-12-03,13
08:44,2024-12-03,14
08:46,2024-12-03,14
08:48,2024-12-03,15
08:50,2024-12-03,16
08:52,2024-12-03,16
08:54,2024-12-03,16
08:56,2024-12-03,17
08:58,2024-12-03,18
09:00,2024-12-03,20
09:02,2024-12-03,21
09:04,2024-12-03,21
09:06,2024-12-03,22
09:08,2024-12-03,23
09:10,2024-12-03,24
09:12,2024-12-03,26
09:14,2024-12-03,27
09:16,2024-12-03,28
09:18,2024-12-03,29
09:20,2024-12-03,30
09:22,2024-12-03,30
09:24,2024-12-03,32
09:26,2024-12-03,33
09:28,2024-12-03,34
09:30,2024-12-03,35
09:32,2024-12-03,36
09:34,2024-12-03,37
09:36,2024-12-03,38
09:38,2024-12-03,40
09:40,2024-12-03,40
09:42,2024-12-03,41
09:44,2024-12-03,42
09:46,2024-12-03,43
09:48,2024-12-03,44
09:50,2024-12-03,45
09:52,2024-12-03,46
09:54,2024-12-03,47
09:56,2024-12-03,48
09:58,2024-12-03,49
10:00,2024-12-03,49
10:02,2024-12-03,50
10:04,2024-12-03,51
10:06,2024-12-03,52
10:08,2024-12-03,54
10:10,2024-12-03,54
10:12,2024-12-03,55
10:14,2024-12-03,55
10:16,2024-12-03,54
10:18,2024-12-03,55
10:20,2024-12-03,55
10:22,2024-12-03,55
10:24,2024-12-03,56
10:26,2024-12-03,57
10:28,2024-12-03,58
10:30,2024-12-03,60
10:32,2024-12-03,60
10:34,2024-12-03,61
10:36,2024-12-03,62
10:38,2024-12-03,64
10:40,2024-12-03,66
10:42,2024-12-03,66
10:44,2024-12-03,66
10:46,2024-12-03,66
10:48,2024-12-03,68
10:50,2024-12-03,69
10:52,2024-12-03,70
10:54,2024-12-03,70
10:56,2024-12-03,69
10:58,2024-12-03,69
11:00,2024-12-03,70
11:02,2024-12-03,69
11:04,2024-12-03,70
11:06,2024-12-03,70
11:08,2024-12-03,71
11:10,2024-12-03,72
11:12,2024-12-03,74
11:14,2024-12-03,75
11:16,2024-12-03,75
11:18,2024-12-03,76
11:20,2024-12-03,76
11:22,2024-12-03,76
11:24,2024-12-03,78
11:26,2024-12-03,80
11:28,2024-12-03,80
11:30,2024-12-03,80
11:32,2024-12-03,82
11:34,2024-12-03,82
11:36,2024-12-03,83
11:38,2024-12-03,83
11:40,2024-12-03,84
11:42,2024-12-03,84
11:44,2024-12-03,85
11:46,2024-12-03,85
11:48,2024-12-03,87
11:50,2024-12-03,88
11:52,2024-12-03,89
11:54,2024-12-03,91
11:56,2024-12-03,92
11:58,2024-12-03,94
12:00,2024-12-03,95
12:02,2024-12-03,96
12:04,2024-12-03,97
12:06,2024-12-03,98
12:08,2024-12-03,98
12:10,2024-12-03,98
12:12,2024-12-03,99
12:14,2024-12-03,100
12:16,2024-12-03,100
12:18,2024-12-03,100
12:20,2024-12-03,101
12:22,2024-12-03,101
12:24,2024-12-03,101
12:26,2024-12-03,100
12:28,2024-12-03,101
12:30,2024-12-03,101
12:32,2024-12-03,103
12:34,2024-12-03,104
12:36,2024-12-03,104
12:38,2024-12-03,105
12:40,2024-12-03,104
12:42,2024-12-03,104
12:44,2024-12-03,105
12:46,2024-12-03,105
12:48,2024-12-03,106
12:50,2024-12-03,106
12:52,2024-12-03,107
12:54,2024-12-03,108
12:56,2024-12-03,109
12:58,2024-12-03,109
13:00,2024-12-03,108
13:02,2024-12-03,108
13:04,2024-12-03,110
13:06,2024-12-03,109
13:08,2024-12-03,110
13:10,2024-12-03,112
13:12,2024-12-03,111
13:14,2024-12-03,112
13:16,2024-12-03,112
13:18,2024-12-03,113
13:20,2024-12-03,114
13:22,2024-12-03,115
13:24,2024-12-03,115
13:26,2024-12-03,116
13:28,2024-12-03,117
13:30,2024-12-03,117
13:32,2024-12-03,116
13:34,2024-12-03,117
13:36,2024-12-03,118
13:38,2024-12-03,119
13:40,2024-12-03,120
13:42,2024-12-03,120
13:44,2024-12-03,121
13:46,2024-12-03,121
13:48,2024-12-03,121
13:50,2024-12-03,122
13:52,2024-12-03,123
13:54,2024-12-03,124
13:56,2024-12-03,125
13:58,2024-12-03,125
14:00,2024-12-03,126
14:02,2024-12-03,127
14:04,2024-12-03,127
14:06,2024-12-03,129
14:08,2024-12-03,130
14:10,2024-12-03,132
14:12,2024-12-03,132
14:14,2024-12-03,133
14:16,2024-12-03,133
14:18,2024-12-03,134
14:20,2024-12-03,135
14:22,2024-12-03,135
14:24,2024-12-03,135
14:26,2024-12-03,137
14:28,2024-12-03,138
14:30,2024-12-03,139
14:32,2024-12-03,140
14:34,2024-12-03,140
14:36,2024-12-03,140
14:38,2024-12-03,142
14:40,2024-12-03,143
14:42,2024-12-03,143
14:44,2024-12-03,144
14:46,2024-12-03,144
14:48,2024-12-03,144
14:50,2024-12-03,145
14:52,2024-12-03,145
14:54,2024-12-03,144
14:56,2024-12-03,144
14:58,2024-12-03,144
15:00,2024-12-03,145
15:02,2024-12-03,147
15:04,2024-12-03,149
15:06,2024-12-03,149
15:08,2024-12-03,150
15:10,2024-12-03,151
15:12,2024-12-03,152
15:14,2024-12-03,154
15:16,2024-12-03,154
15:18,2024-12-03,154
15:20,2024-12-03,153
15:22,2024-12-03,153
15:24,2024-12-03,154
15:26,2024-12-03,155
15:28,2024-12-03,155
15:30,2024-12-03,156
15:32,2024-12-03,158
15:34,2024-12-03,158
15:36,2024-12-03,159
15:38,2024-12-03,160
15:40,2024-12-03,161
15:42,2024-12-03,163
15:44,2024-12-03,163
15:46,2024-12-03,163
15:48,2024-12-03,165
15:50,2024-12-03,166
15:52,2024-12-03,167
15:54,2024-12-03,167
15:56,2024-12-03,168
15:58,2024-12-03,169
16:00,2024-12-03,170
16:02,2024-12-03,171
16:04,2024-12-03,172
16:06,2024-12-03,172
16:08,2024-12-03,172
16:10,2024-12-03,174
16:12,2024-12-03,176
16:14,2024-12-03,177
16:16,2024-12-03,178
16:18,2024-12-03,179
16:20,2024-12-03,179
16:22,2024-12-03,180
16:24,2024-12-03,180
16:26,2024-12-03,179
16:28,2024-12-03,180
16:30,2024-12-03,181
16:32,2024-12-03,182
16:34,2024-12-03,181
16:36,2024-12-03,182
16:38,2024-12-03,182
16:40,2024-12-03,183
16:42,2024-12-03,184
16:44,2024-12-03,185
16:46,2024-12-03,186
16:48,2024-12-03,187
16:50,2024-12-03,188
16:52,2024-12-03,188
16:54,2024-12-03,189
16:56,2024-12-03,189
16:58,2024-12-03,190
17:00,2024-12-03,190
17:02,2024-12-03,191
17:04,2024-12-03,193
17:06,2024-12-03,193
17:08,2024-12-03,194
17:10,2024-12-03,193
17:12,2024-12-03,194
17:14,2024-12-03,194
17:16,2024-12-03,193
17:18,2024-12-03,194
17:20,2024-12-03,194
17:22,2024-12-03,194
17:24,2024-12-03,194
17:26,2024-12-03,193
17:28,2024-12-03,194
17:30,2024-12-03,196
17:32,2024-12-03,197
17:34,2024-12-03,198
17:36,2024-12-03,200
17:38,2024-12-03,201
17:40,2024-12-03,203
17:42,2024-12-03,203
17:44,2024-12-03,203
17:46,2024-12-03,204
17:48,2024-12-03,204
17:50,2024-12-03,205
17:52,2024-12-03,207
17:54,2024-12-03,209
17:56,2024-12-03,209
17:58,2024-12-03,210
18:00,2024-12-03,211
18:02,2024-12-03,211
18:04,2024-12-03,212
18:06,2024-12-03,212
18:08,2024-12-03,212
18:10,2024-12-03,212
18:12,2024-12-03,214
18:14,2024-12-03,216
18:16,2024-12-03,217
18:18,2024-12-03,218
18:20,2024-12-03,219
18:22,2024-12-03,219
18:24,2024-12-03,220
18:26,2024-12-03,221
18:28,2024-12-03,223
18:30,2024-12-03,223
18:32,2024-12-03,224
18:34,2024-12-03,225
18:36,2024-12-03,227
18:38,2024-12-03,227
18:40,2024-12-03,229
18:42,2024-12-03,230
18:44,2024-12-03,230
18:46,2024-12-03,230
18:48,2024-12-03,231
18:50,2024-12-03,232
18:52,2024-12-03,233
18:54,2024-12-03,233
18:56,2024-12-03,234
18:58,2024-12-03,235
19:00,2024-12-03,236
19:02,2024-12-03,236
19:04,2024-12-03,236
19:06,2024-12-03,236
19:08,2024-12-03,236
19:10,2024-12-03,237
19:12,2024-12-03,238
19:14,2024-12-03,239
19:16,2024-12-03,240
19:18,2024-12-03,242
19:20,2024-12-03,242
19:22,2024-12-03,242
19:24,2024-12-03,244
19:26,2024-12-03,246
19:28,2024-12-03,245
19:30,2024-12-03,245
19:32,2024-12-03,246
19:34,2024-12-03,246
19:36,2024-12-03,246
19:38,2024-12-03,247
19:40,2024-12-03,248
19:42,2024-12-03,250
19:44,2024-12-03,249
19:46,2024-12-03,251
